Sun Jan 14 15:28:54 2018|1|dataset_adrenal_dahia.txt|RF|INFFC|FALSE|0.7272727|0.7272727|0.7272727|0.6491276|0.6491276|0.6491276|
Sun Jan 14 15:28:54 2018|1|dataset_adrenal_dahia.txt|SVM|INFFC|FALSE|0.7272727|0.8181818|0.9090909|0.6491276|0.3871597|0.1542994|
Sun Jan 14 15:28:54 2018|1|dataset_adrenal_dahia.txt|KNN|INFFC|FALSE|0.6363636|0.7272727|0.7272727|0.8456035|0.6491276|0.6491276|
Sun Jan 14 15:28:54 2018|1|dataset_adrenal_dahia.txt|RF|HARF|FALSE|0.7272727|0.7272727|0.7272727|0.6491276|0.6491276|0.6491276|
Sun Jan 14 15:28:54 2018|1|dataset_adrenal_dahia.txt|SVM|HARF|FALSE|0.7272727|0.8181818|0.7272727|0.6491276|0.3871597|0.6491276|
Sun Jan 14 15:28:54 2018|1|dataset_adrenal_dahia.txt|KNN|HARF|FALSE|0.6363636|0.7272727|0.7272727|0.8456035|0.6491276|0.6491276|
Sun Jan 14 15:28:56 2018|1|dataset_adrenal_dahia.txt|RF|AENN|FALSE|0.7272727|0.7272727|0.7272727|0.6491276|0.6491276|0.6491276|
Sun Jan 14 15:28:56 2018|1|dataset_adrenal_dahia.txt|SVM|AENN|FALSE|0.7272727|0.8181818|0.8181818|0.6491276|0.3871597|0.3871597|
Sun Jan 14 15:28:56 2018|1|dataset_adrenal_dahia.txt|KNN|AENN|FALSE|0.6363636|0.7272727|0.6363636|0.8456035|0.6491276|0.8456035|
Sun Jan 14 15:29:01 2018|1|dataset_adrenal_dahia.txt|RF|INFFC|TRUE|0.7272727|0.8181818|0.7272727|0.6491276|0.3871597|0.6491276|
Sun Jan 14 15:29:01 2018|1|dataset_adrenal_dahia.txt|SVM|INFFC|TRUE|0.8181818|0.7272727|0.8181818|0.3871597|0.6491276|0.3871597|
Sun Jan 14 15:29:01 2018|1|dataset_adrenal_dahia.txt|KNN|INFFC|TRUE|0.6363636|0.6363636|0.5454545|0.8456035|0.8456035|0.9487534|
Sun Jan 14 15:29:01 2018|1|dataset_adrenal_dahia.txt|RF|HARF|TRUE|0.7272727|0.8181818|0.8181818|0.6491276|0.3871597|0.3871597|
Sun Jan 14 15:29:01 2018|1|dataset_adrenal_dahia.txt|SVM|HARF|TRUE|0.8181818|0.7272727|0.6363636|0.3871597|0.6491276|0.8456035|
Sun Jan 14 15:29:01 2018|1|dataset_adrenal_dahia.txt|KNN|HARF|TRUE|0.6363636|0.7272727|0.6363636|0.8456035|0.6491276|0.8456035|
Sun Jan 14 15:29:03 2018|1|dataset_adrenal_dahia.txt|RF|AENN|TRUE|0.8181818|0.7272727|0.8181818|0.3871597|0.6491276|0.3871597|
Sun Jan 14 15:29:03 2018|1|dataset_adrenal_dahia.txt|SVM|AENN|TRUE|0.8181818|0.7272727|0.6363636|0.3871597|0.6491276|0.8456035|
Sun Jan 14 15:29:03 2018|1|dataset_adrenal_dahia.txt|KNN|AENN|TRUE|0.6363636|0.6363636|0.6363636|0.8456035|0.8456035|0.8456035|
Sun Jan 14 15:29:58 2018|2|dataset_adrenal_dahia.txt|RF|INFFC|FALSE|0.85|0.9|0.9|0.225156|0.09126043|0.09126043|
Sun Jan 14 15:29:58 2018|2|dataset_adrenal_dahia.txt|SVM|INFFC|FALSE|0.8|0.8|0.7|0.4148415|0.4148415|0.7857819|
Sun Jan 14 15:29:58 2018|2|dataset_adrenal_dahia.txt|KNN|INFFC|FALSE|0.85|0.85|0.85|0.225156|0.225156|0.225156|
Sun Jan 14 15:29:59 2018|2|dataset_adrenal_dahia.txt|RF|HARF|FALSE|0.85|0.9|0.9|0.225156|0.09126043|0.09126043|
Sun Jan 14 15:29:59 2018|2|dataset_adrenal_dahia.txt|SVM|HARF|FALSE|0.8|0.8|0.75|0.4148415|0.4148415|0.6171727|
Sun Jan 14 15:29:59 2018|2|dataset_adrenal_dahia.txt|KNN|HARF|FALSE|0.85|0.85|0.85|0.225156|0.225156|0.225156|
Sun Jan 14 15:30:00 2018|2|dataset_adrenal_dahia.txt|RF|AENN|FALSE|0.85|0.9|0.9|0.225156|0.09126043|0.09126043|
Sun Jan 14 15:30:00 2018|2|dataset_adrenal_dahia.txt|SVM|AENN|FALSE|0.8|0.8|0.8|0.4148415|0.4148415|0.4148415|
Sun Jan 14 15:30:00 2018|2|dataset_adrenal_dahia.txt|KNN|AENN|FALSE|0.85|0.85|0.9|0.225156|0.225156|0.09126043|
Sun Jan 14 15:30:06 2018|2|dataset_adrenal_dahia.txt|RF|INFFC|TRUE|0.85|0.9|0.9|0.225156|0.09126043|0.09126043|
Sun Jan 14 15:30:06 2018|2|dataset_adrenal_dahia.txt|SVM|INFFC|TRUE|0.9|0.6|0.75|0.09126043|0.9590748|0.6171727|
Sun Jan 14 15:30:06 2018|2|dataset_adrenal_dahia.txt|KNN|INFFC|TRUE|0.9|0.95|0.95|0.09126043|0.02431262|0.02431262|
Sun Jan 14 15:30:06 2018|2|dataset_adrenal_dahia.txt|RF|HARF|TRUE|0.9|0.85|0.85|0.09126043|0.225156|0.225156|
Sun Jan 14 15:30:06 2018|2|dataset_adrenal_dahia.txt|SVM|HARF|TRUE|0.9|0.6|0.85|0.09126043|0.9590748|0.225156|
